AssignmentStatus,Input.request,Answer.utterance,,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","As instrumental variables, regress BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","Please, regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","With STINGER, MATIC, BEAST, and AUTO as instrumental variables, regress GDP on BEDWARDS, TANK, and DUMMY.",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","With STINGER, MATIC, BEAST, and AUTO as instrumental variables, regress GDP on BEDWARDS, TANK and DUMMY.",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","Could you please run a regression of GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables?",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","regress GDP on BEDWARDS, TANK, and DUMMY while using STINGER, MATIC, BEAST, and AUTO as instrumental variables",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","Test regression GDP on BEDWARDS,TANK and DUMMY using STINGER,MATIC,BEAST,and AUTO as instrumental variables.",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","As instrumental variables, regress GDP on BEDWARDS, TANK, and DUMMY with STRINGER, MATIC, BEAST, and AUTO.",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","Using STINGER, MATIC, BEAST, and AUTO as instrumental variables, regress GDP on BEDWARDS, TANK, and DUMMY",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","using STINGER, MATIC, BEAST, and AUTO as instrumental variables, on BEDWARDS, TANK, and DUMMY, perform a regression on GDP",,,
Rejected,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","I regress, but GDP and BEDWARDS, also TANK, DUMMY w/ STINGER, MATIC, BEAST, and the AUTO as instrumental variables of this nature.",,,
Rejected,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables",iutydrytufktufl,,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","run a regression of  GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables",,,
Approved,"regress GDP on BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables","On BEDWARDS, TANK, and DUMMY with STINGER, MATIC, BEAST, and AUTO as instrumental variables regress GDP",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Please, can you run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments?",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Please, I would like you to give away an instrumental about variable regression of BEADWARDS on STINGER, MATIC,and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run an instrumental variable regression of Bedwards  on stinger , Matic and Beast with GDP , EASY , AUTO  and Dummy as instruments .",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","i would like to apply an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","An instrumental variable regression should be run on the following; BEDWARDS on STINGER, MATIC and BEAST as the instruments are GDP, EASY, AUTO and DUMMY",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run the variable regression of BEDWARDS on STINGER,MATIC, and BEAST with GDP,EASY,AUTO, and DUMMY as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","On STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments run an instrumental variable regression of BEDWARDS",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Can you please run a variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments?",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run an instrumental variable regression of bed wards on stinger, matic, and beast with G.D.P., easy, auto, and dummy as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Using BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments, execute an instrumental variable regression",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",Which five col's are most correlated with colum_x.,,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run instrumantal variable regression of BEDWARDS on STINGER,MATIC and BEAST by using GDP,EASY,AUTO and DUMMY as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Would you run an instrumental variable of Bedwards on Stinger, Matic, and Beast with GDP, Easy, Auto, and Dummy as instruments?",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","On STINGER, MATIC, and BEAST, calculate an instrumental variable regression of BEDWARDS, using GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","As instruments, run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY.",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","For BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments, can there be an instrumental variable regression done?",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run a regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instrumental variables.",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",`,,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","With GDP, EASY, AUTO and DUMMY as instruments, run an instrumental variable regression of BEDWARDS ON STINGER, MATIC, and BEAST.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Make a variable return of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Could you please run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments?",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","On GDP, EASY, AUTO and DUMMY instruments, perform an instrumental variable regression of BEDWARDS on STINGER, MATIC and BEAST",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Carry out an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments.",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","run an instrumental variable relapse of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","You can run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Could you run an instrumental variable regression of the Bedwards on the Stinger, Matic and the Beast with Gdp, Easy, Auto and Dummy as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Simulate an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASEY, AUTO, and DUMMY as instruments.",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Make a return on the instrumental change of BEDWARDS in STINGER, MATIC and BEAST with GDP, EASY, AUTO and DUMMY as instrument",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Perform an instrumental variable regression of BEDWARDS on STINGER, MATIC and BEAST with GDP, EASY, AUTO and DUMMY as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","could you apply an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run instrumental variable regression of BEDWARDS with GDP, Fast, AUTO and DUMMY as instruments on STINGER, MATIC and BEAST",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","In order to run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST you need to use GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","As instruments run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Today might be a good day to run an instrumental of varible regression. BEDWARS, STINGER, MATIC, BEAST w/ GDP, EASY, AUTO and DUMMY instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","using GDP, EASY, AUTO, and DUMMY as instruments, run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Please run an instrumental variable regression of BEDWARDS on STINGER,MATIC and BEAST with GDP,EASY,AUTO and DUMMY as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run an instrumental variable regression of BEDWARDS on STINGER, MATIC and BEAST with GDP, EASY, AUTO  and DUMMY as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Can you run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments?",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Shoot an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, clean, vehicle, and DUMMY as instruments.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","run an instrumental variable relapse of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Execute BEDWARDs instrumental variable regression on STINGER, MATIC and BEAST with GDP, EASY, AUTO and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Using GDP, EASY, AUTO, and DUMMY as instruments, run an instrumental variable regression of BEDWARDS on STINGER, MATIC and BEAST.",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","On STINGER, MATIC, and BEAST, run an instrumental variable regression of BEDWARDS with GDP, EASY, AUTO, and DUMMY as instruments",,,
Approved,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","Run a variable instrumental regression of WARDBEDS on STINGER, BEAST and MATIC, with EASY, GDP, AUTO and DUMMY as instruments. Do it.",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments","With running a instrumental variable run a regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",,,
Rejected,"run an instrumental variable regression of BEDWARDS on STINGER, MATIC, and BEAST with GDP, EASY, AUTO, and DUMMY as instruments",ipygipugiyguf6itfutk,,,
Approved,"Use GDP, EASY, AUTO, and DUMMY as instrumental variables to reg BEDWARDS on STINGER, MATIC, and BEAST","Reg BEDWARDS on STINGER, MATIC, and BEAST using GDP, EASY, AUTO and DUMMY as instrumental variables",,,
Rejected,"Use GDP, EASY, AUTO, and DUMMY as instrumental variables to reg BEDWARDS on STINGER, MATIC, and BEAST","To reg BEDWARDS on STINGER, MATIC, and BEAST, Use GDP, EASY, AUTO, and DUMMY as instrumental variables",,,
Rejected,"Use GDP, EASY, AUTO, and DUMMY as instrumental variables to reg BEDWARDS on STINGER, MATIC, and BEAST","Test the regression using GDP,EASY,AUTO, and DUMMY  as instrumental variables to reg BEDWARDS  on STINGER,MATIC , and BEAST.",,,
Approved,"Use GDP, EASY, AUTO, and DUMMY as instrumental variables to reg BEDWARDS on STINGER, MATIC, and BEAST","Use GDP, EASY, AUTO, and DUMMY as instrumental factors to reg BEDWARDS on STINGER, MATIC, and BEAST",,,
Approved,"Use GDP, EASY, AUTO, and DUMMY as instrumental variables to reg BEDWARDS on STINGER, MATIC, and BEAST","Regress BEDWARDS on STINGER, MATIC, and BEAST using GDP, EASY, AUTO, and DUMMY as instrumental variables",,,
